"","gene"
"3848","ENSG00000231784"
"3849","ENSG00000242412"
"3850","ENSG00000113758"
"3851","ENSG00000003249"
"3852","ENSG00000244274"
"3853","ENSG00000136279"
"3854","ENSG00000105516"
"3855","ENSG00000138231"
"3856","ENSG00000137992"
"3857","ENSG00000185610"
"3858","ENSG00000145041"
"3859","ENSG00000122741"
"3860","ENSG00000284796"
"3861","ENSG00000198876"
"3862","ENSG00000198889"
"3863","ENSG00000198354"
"3864","ENSG00000164934"
"3865","ENSG00000259378"
"3866","ENSG00000288453"
"3867","ENSG00000163257"
"3868","ENSG00000115827"
"3869","ENSG00000119599"
"3870","ENSG00000182308"
"3871","ENSG00000176566"
"3872","ENSG00000139990"
"3873","ENSG00000143164"
"3874","ENSG00000136485"
"3875","ENSG00000132716"
"3876","ENSG00000189186"
"3877","ENSG00000172992"
"3878","ENSG00000251380"
"3879","ENSG00000164465"
"3880","ENSG00000057019"
"3881","ENSG00000187323"
"3882","ENSG00000161634"
"3883","ENSG00000170959"
"3884","ENSG00000146038"
"3885","ENSG00000222046"
"3886","ENSG00000166341"
"3887","ENSG00000197410"
"3888","ENSG00000156136"
"3889","ENSG00000133083"
"3890","ENSG00000170390"
"3891","ENSG00000163673"
"3892","ENSG00000198924"
"3893","ENSG00000118655"
"3894","ENSG00000152457"
"3895","ENSG00000011465"
"3896","ENSG00000272886"
"3897","ENSG00000284850"
"3898","ENSG00000172795"
"3899","ENSG00000110063"
"3900","ENSG00000163357"
"3901","ENSG00000163354"
"3902","ENSG00000164935"
"3903","ENSG00000080166"
"3904","ENSG00000129187"
"3905","ENSG00000204843"
"3906","ENSG00000175203"
"3907","ENSG00000137100"
"3908","ENSG00000132912"
"3909","ENSG00000166847"
"3910","ENSG00000104671"
"3911","ENSG00000179958"
"3912","ENSG00000043093"
"3913","ENSG00000150401"
"3914","ENSG00000188215"
"3915","ENSG00000109184"
"3916","ENSG00000137692"
"3917","ENSG00000077279"
"3918","ENSG00000169738"
"3919","ENSG00000130311"
"3920","ENSG00000153904"
"3921","ENSG00000213722"
"3922","ENSG00000167986"
"3923","ENSG00000134574"
"3924","ENSG00000132437"
"3925","ENSG00000100523"
"3926","ENSG00000085788"
"3927","ENSG00000170967"
"3928","ENSG00000197312"
"3929","ENSG00000165490"
"3930","ENSG00000175197"
"3931","ENSG00000168209"
"3932","ENSG00000145358"
"3933","ENSG00000181418"
"3934","ENSG00000203797"
"3935","ENSG00000244038"
"3936","ENSG00000229767"
"3937","ENSG00000162733"
"3938","ENSG00000198171"
"3939","ENSG00000099977"
"3940","ENSG00000099974"
"3941","ENSG00000230683"
"3942","ENSG00000079785"
"3943","ENSG00000178105"
"3944","ENSG00000237135"
"3945","ENSG00000013573"
"3946","ENSG00000223972"
"3947","ENSG00000233614"
"3948","ENSG00000292371"
"3949","ENSG00000236397"
"3950","ENSG00000288170"
"3951","ENSG00000214826"
"3952","ENSG00000100201"
"3953","ENSG00000088205"
"3954","ENSG00000259165"
"3955","ENSG00000255220"
"3956","ENSG00000168872"
"3957","ENSG00000157349"
"3958","ENSG00000064703"
"3959","ENSG00000165732"
"3960","ENSG00000174243"
"3961","ENSG00000273761"
"3962","ENSG00000109832"
"3963","ENSG00000124228"
"3964","ENSG00000182810"
"3965","ENSG00000125485"
"3966","ENSG00000123136"
"3967","ENSG00000198563"
"3968","ENSG00000232928"
"3969","ENSG00000215301"
"3970","ENSG00000067048"
"3971","ENSG00000152670"
"3972","ENSG00000183258"
"3973","ENSG00000198231"
"3974","ENSG00000080007"
"3975","ENSG00000145833"
"3976","ENSG00000213782"
"3977","ENSG00000105671"
"3978","ENSG00000108654"
"3979","ENSG00000107625"
"3980","ENSG00000229816"
"3981","ENSG00000240048"
"3982","ENSG00000288503"
"3983","ENSG00000277594"
"3984","ENSG00000184735"
"3985","ENSG00000123064"
"3986","ENSG00000111364"
"3987","ENSG00000270863"
"3988","ENSG00000136271"
"3989","ENSG00000118197"
"3990","ENSG00000110367"
"3991","ENSG00000137628"
"3992","ENSG00000181381"
"3993","ENSG00000282712"
"3994","ENSG00000104325"
"3995","ENSG00000274296"
"3996","ENSG00000158796"
"3997","ENSG00000160570"
"3998","ENSG00000023892"
"3999","ENSG00000140995"
"4000","ENSG00000284983"
"4001","ENSG00000285176"
"4002","ENSG00000284835"
"4003","ENSG00000285318"
"4004","ENSG00000284881"
"4005","ENSG00000184276"
"4006","ENSG00000204547"
"4007","ENSG00000186458"
"4008","ENSG00000285181"
"4009","ENSG00000143753"
"4010","ENSG00000168350"
"4011","ENSG00000124795"
"4012","ENSG00000119522"
"4013","ENSG00000213047"
"4014","ENSG00000205744"
"4015","ENSG00000146966"
"4016","ENSG00000175984"
"4017","ENSG00000162777"
"4018","ENSG00000105339"
"4019","ENSG00000174485"
"4020","ENSG00000198837"
"4021","ENSG00000137145"
"4022","ENSG00000184014"
"4023","ENSG00000170456"
"4024","ENSG00000174839"
"4025","ENSG00000205593"
"4026","ENSG00000139726"
"4027","ENSG00000024526"
"4028","ENSG00000035499"
"4029","ENSG00000166153"
"4030","ENSG00000100150"
"4031","ENSG00000121690"
"4032","ENSG00000155792"
"4033","ENSG00000023697"
"4034","ENSG00000136986"
"4035","ENSG00000072849"
"4036","ENSG00000099958"
"4037","ENSG00000175084"
"4038","ENSG00000100418"
"4039","ENSG00000121644"
"4040","ENSG00000140543"
"4041","ENSG00000182108"
"4042","ENSG00000160049"
"4043","ENSG00000169598"
"4044","ENSG00000232303"
"4045","ENSG00000285482"
"4046","ENSG00000062282"
"4047","ENSG00000070413"
"4048","ENSG00000273032"
"4049","ENSG00000183628"
"4050","ENSG00000128185"
"4051","ENSG00000128191"
"4052","ENSG00000065357"
"4053","ENSG00000136267"
"4054","ENSG00000077044"
"4055","ENSG00000153933"
"4056","ENSG00000058866"
"4057","ENSG00000102780"
"4058","ENSG00000157680"
"4059","ENSG00000274588"
"4060","ENSG00000145214"
"4061","ENSG00000149091"
"4062","ENSG00000179611"
"4063","ENSG00000114956"
"4064","ENSG00000116133"
"4065","ENSG00000172893"
"4066","ENSG00000117682"
"4067","ENSG00000104808"
"4068","ENSG00000228716"
"4069","ENSG00000188985"
"4070","ENSG00000139549"
"4071","ENSG00000102967"
"4072","ENSG00000095059"
"4073","ENSG00000284868"
"4074","ENSG00000275397"
"4075","ENSG00000102796"
"4076","ENSG00000167536"
"4077","ENSG00000100867"
"4078","ENSG00000162496"
"4079","ENSG00000284807"
"4080","ENSG00000285036"
"4081","ENSG00000187630"
"4082","ENSG00000100612"
"4083","ENSG00000109016"
"4084","ENSG00000184544"
"4085","ENSG00000073737"
"4086","ENSG00000292338"
"4087","ENSG00000181192"
"4088","ENSG00000109606"
"4089","ENSG00000204560"
"4090","ENSG00000067248"
"4091","ENSG00000132153"
"4092","ENSG00000089876"
"4093","ENSG00000005100"
"4094","ENSG00000134815"
"4095","ENSG00000101452"
"4096","ENSG00000174953"
"4097","ENSG00000150990"
"4098","ENSG00000140829"
"4099","ENSG00000108406"
"4100","ENSG00000266992"
"4101","ENSG00000163214"
"4102","ENSG00000108771"
"4103","ENSG00000067596"
"4104","ENSG00000135829"
"4105","ENSG00000228002"
"4106","ENSG00000184047"
"4107","ENSG00000131504"
"4108","ENSG00000147202"
"4109","ENSG00000139734"
"4110","ENSG00000100697"
"4111","ENSG00000101191"
"4112","ENSG00000086189"
"4113","ENSG00000211452"
"4114","ENSG00000211448"
"4115","ENSG00000197406"
"4116","ENSG00000160305"
"4117","ENSG00000066084"
"4118","ENSG00000151240"
"4119","ENSG00000176490"
"4120","ENSG00000165023"
"4121","ENSG00000162595"
"4122","ENSG00000231672"
"4123","ENSG00000083520"
"4124","ENSG00000166938"
"4125","ENSG00000144535"
"4126","ENSG00000162946"
"4127","ENSG00000154309"
"4128","ENSG00000140323"
"4129","ENSG00000204624"
"4130","ENSG00000150764"
"4131","ENSG00000130826"
"4132","ENSG00000107984"
"4133","ENSG00000155011"
"4134","ENSG00000050165"
"4135","ENSG00000104371"
"4136","ENSG00000104901"
"4137","ENSG00000150768"
"4138","ENSG00000288673"
"4139","ENSG00000091140"
"4140","ENSG00000008226"
"4141","ENSG00000176124"
"4142","ENSG00000186047"
"4143","ENSG00000075711"
"4144","ENSG00000150672"
"4145","ENSG00000082458"
"4146","ENSG00000132535"
"4147","ENSG00000274429"
"4148","ENSG00000170579"
"4149","ENSG00000198010"
"4150","ENSG00000116544"
"4151","ENSG00000080845"
"4152","ENSG00000126787"
"4153","ENSG00000185559"
"4154","ENSG00000171462"
"4155","ENSG00000198719"
"4156","ENSG00000090932"
"4157","ENSG00000128917"
"4158","ENSG00000119689"
"4159","ENSG00000292098"
"4160","ENSG00000115844"
"4161","ENSG00000064195"
"4162","ENSG00000108813"
"4163","ENSG00000105880"
"4164","ENSG00000006377"
"4165","ENSG00000178028"
"4166","ENSG00000187908"
"4167","ENSG00000197587"
"4168","ENSG00000100206"
"4169","ENSG00000198947"
"4170","ENSG00000132837"
"4171","ENSG00000161249"
"4172","ENSG00000152592"
"4173","ENSG00000104936"
"4174","ENSG00000137090"
"4175","ENSG00000173253"
"4176","ENSG00000064218"
"4177","ENSG00000176399"
"4178","ENSG00000142700"
"4179","ENSG00000269502"
"4180","ENSG00000184911"
"4181","ENSG00000142025"
"4182","ENSG00000135164"
"4183","ENSG00000158856"
"4184","ENSG00000185800"
"4185","ENSG00000172869"
"4186","ENSG00000104093"
"4187","ENSG00000138346"
"4188","ENSG00000154099"
"4189","ENSG00000165506"
"4190","ENSG00000167646"
"4191","ENSG00000164818"
"4192","ENSG00000114841"
"4193","ENSG00000281935"
"4194","ENSG00000250091"
"4195","ENSG00000105877"
"4196","ENSG00000174844"
"4197","ENSG00000185842"
"4198","ENSG00000187775"
"4199","ENSG00000183914"
"4200","ENSG00000158486"
"4201","ENSG00000039139"
"4202","ENSG00000115423"
"4203","ENSG00000118997"
"4204","ENSG00000124721"
"4205","ENSG00000007174"
"4206","ENSG00000122735"
"4207","ENSG00000171595"
"4208","ENSG00000086061"
"4209","ENSG00000236917"
"4210","ENSG00000215007"
"4211","ENSG00000069345"
"4212","ENSG00000276726"
"4213","ENSG00000140403"
"4214","ENSG00000132002"
"4215","ENSG00000090520"
"4216","ENSG00000148719"
"4217","ENSG00000187726"
"4218","ENSG00000164031"
"4219","ENSG00000135924"
"4220","ENSG00000227802"
"4221","ENSG00000162616"
"4222","ENSG00000137094"
"4223","ENSG00000105993"
"4224","ENSG00000172404"
"4225","ENSG00000128590"
"4226","ENSG00000136770"
"4227","ENSG00000077232"
"4228","ENSG00000007923"
"4229","ENSG00000108176"
"4230","ENSG00000138246"
"4231","ENSG00000135392"
"4232","ENSG00000120675"
"4233","ENSG00000116138"
"4234","ENSG00000104129"
"4235","ENSG00000170464"
"4236","ENSG00000205981"
"4237","ENSG00000225808"
"4238","ENSG00000258608"
"4239","ENSG00000105821"
"4240","ENSG00000168724"
"4241","ENSG00000178401"
"4242","ENSG00000170946"
"4243","ENSG00000059769"
"4244","ENSG00000244115"
"4245","ENSG00000115137"
"4246","ENSG00000177692"
"4247","ENSG00000102580"
"4248","ENSG00000176410"
"4249","ENSG00000110011"
"4250","ENSG00000101152"
"4251","ENSG00000147570"
"4252","ENSG00000163793"
"4253","ENSG00000116675"
"4254","ENSG00000168259"
"4255","ENSG00000126698"
"4256","ENSG00000213551"
"4257","ENSG00000119661"
"4258","ENSG00000100246"
"4259","ENSG00000163879"
"4260","ENSG00000213918"
"4261","ENSG00000013563"
"4262","ENSG00000167968"
"4263","ENSG00000163687"
"4264","ENSG00000105612"
"4265","ENSG00000137976"
"4266","ENSG00000256453"
"4267","ENSG00000282614"
"4268","ENSG00000187957"
"4269","ENSG00000179532"
"4270","ENSG00000213221"
"4271","ENSG00000106976"
"4272","ENSG00000087470"
"4273","ENSG00000260357"
"4274","ENSG00000182397"
"4275","ENSG00000259660"
"4276","ENSG00000291636"
"4277","ENSG00000079805"
"4278","ENSG00000197959"
"4279","ENSG00000107554"
"4280","ENSG00000130816"
"4281","ENSG00000119772"
"4282","ENSG00000088305"
"4283","ENSG00000142182"
"4284","ENSG00000123992"
"4285","ENSG00000112667"
"4286","ENSG00000107447"
"4287","ENSG00000101457"
"4288","ENSG00000067334"
"4289","ENSG00000149927"
"4290","ENSG00000272670"
"4291","ENSG00000231793"
"4292","ENSG00000150760"
"4293","ENSG00000135905"
"4294","ENSG00000147251"
"4295","ENSG00000134516"
"4296","ENSG00000088538"
"4297","ENSG00000128512"
"4298","ENSG00000147459"
"4299","ENSG00000130158"
"4300","ENSG00000116641"
"4301","ENSG00000107099"
"4302","ENSG00000088387"
"4303","ENSG00000129932"
"4304","ENSG00000115325"
"4305","ENSG00000147443"
"4306","ENSG00000146094"
"4307","ENSG00000125170"
"4308","ENSG00000101134"
"4309","ENSG00000206052"
"4310","ENSG00000175920"
"4311","ENSG00000175283"
"4312","ENSG00000167130"
"4313","ENSG00000159147"
"4314","ENSG00000104885"
"4315","ENSG00000172269"
"4316","ENSG00000166171"
"4317","ENSG00000015413"
"4318","ENSG00000167261"
"4319","ENSG00000141096"
"4320","ENSG00000011332"
"4321","ENSG00000133884"
"4322","ENSG00000205683"
"4323","ENSG00000108963"
"4324","ENSG00000132768"
"4325","ENSG00000154813"
"4326","ENSG00000117543"
"4327","ENSG00000134146"
"4328","ENSG00000148399"
"4329","ENSG00000000419"
"4330","ENSG00000136908"
"4331","ENSG00000179085"
"4332","ENSG00000175497"
"4333","ENSG00000254986"
"4334","ENSG00000197635"
"4335","ENSG00000130226"
"4336","ENSG00000176978"
"4337","ENSG00000074603"
"4338","ENSG00000142002"
"4339","ENSG00000163530"
"4340","ENSG00000187569"
"4341","ENSG00000188831"
"4342","ENSG00000121570"
"4343","ENSG00000203909"
"4344","ENSG00000224323"
"4345","ENSG00000282308"
"4346","ENSG00000291714"
"4347","ENSG00000143196"
"4348","ENSG00000173852"
"4349","ENSG00000229358"
"4350","ENSG00000231952"
"4351","ENSG00000177990"
"4352","ENSG00000189212"
"4353","ENSG00000282026"
"4354","ENSG00000227855"
"4355","ENSG00000235436"
"4356","ENSG00000225100"
"4357","ENSG00000178904"
"4358","ENSG00000156162"
"4359","ENSG00000162961"
"4360","ENSG00000188641"
"4361","ENSG00000147647"
"4362","ENSG00000092964"
"4363","ENSG00000113657"
"4364","ENSG00000151640"
"4365","ENSG00000157851"
"4366","ENSG00000144045"
"4367","ENSG00000117505"
"4368","ENSG00000136048"
"4369","ENSG00000156171"
"4370","ENSG00000175550"
"4371","ENSG00000162490"
"4372","ENSG00000157856"
"4373","ENSG00000171962"
"4374","ENSG00000159625"
"4375","ENSG00000184845"
"4376","ENSG00000149295"
"4377","ENSG00000276825"
"4378","ENSG00000169676"
"4379","ENSG00000175658"
"4380","ENSG00000185721"
"4381","ENSG00000108591"
"4382","ENSG00000165606"
"4383","ENSG00000189269"
"4384","ENSG00000113360"
"4385","ENSG00000102385"
"4386","ENSG00000134765"
"4387","ENSG00000134755"
"4388","ENSG00000134762"
"4389","ENSG00000171587"
"4390","ENSG00000177103"
"4391","ENSG00000136982"
"4392","ENSG00000184029"
"4393","ENSG00000198054"
"4394","ENSG00000111817"
"4395","ENSG00000171451"
"4396","ENSG00000134760"
"4397","ENSG00000046604"
"4398","ENSG00000134757"
"4399","ENSG00000175065"
"4400","ENSG00000149636"
"4401","ENSG00000096696"
"4402","ENSG00000152591"
"4403","ENSG00000151914"
"4404","ENSG00000125868"
"4405","ENSG00000230982"
"4406","ENSG00000248593"
"4407","ENSG00000133059"
"4408","ENSG00000125821"
"4409","ENSG00000129480"
"4410","ENSG00000197057"
"4411","ENSG00000143476"
"4412","ENSG00000134769"
"4413","ENSG00000138101"
"4414","ENSG00000047579"
"4415","ENSG00000104047"
"4416","ENSG00000169570"
"4417","ENSG00000135144"
"4418","ENSG00000282379"
"4419","ENSG00000186704"
"4420","ENSG00000178498"
"4421","ENSG00000163840"
"4422","ENSG00000110042"
"4423","ENSG00000168393"
"4424","ENSG00000137857"
"4425","ENSG00000140279"
"4426","ENSG00000140254"
"4427","ENSG00000140274"
"4428","ENSG00000169718"
"4429","ENSG00000167264"
"4430","ENSG00000141994"
"4431","ENSG00000284103"
"4432","ENSG00000120129"
"4433","ENSG00000143507"
"4434","ENSG00000291483"
"4435","ENSG00000081721"
"4436","ENSG00000276023"
"4437","ENSG00000149599"
"4438","ENSG00000280962"
"4439","ENSG00000167065"
"4440","ENSG00000162999"
"4441","ENSG00000158050"
"4442","ENSG00000112679"
"4443","ENSG00000158716"
"4444","ENSG00000133878"
"4445","ENSG00000188542"
"4446","ENSG00000108861"
"4447","ENSG00000120875"
"4448","ENSG00000138166"
"4449","ENSG00000285311"
"4450","ENSG00000139318"
"4451","ENSG00000164086"
"4452","ENSG00000291431"
"4453","ENSG00000235316"
"4454","ENSG00000130829"
"4455","ENSG00000128951"
"4456","ENSG00000229048"
"4457","ENSG00000254388"
"4458","ENSG00000225171"
"4459","ENSG00000250473"
"4460","ENSG00000283949"
"4461","ENSG00000258991"
"4462","ENSG00000236138"
"4463","ENSG00000258794"
"4464","ENSG00000283020"
"4465","ENSG00000232815"
"4466","ENSG00000283181"
"4467","ENSG00000258873"
"4468","ENSG00000232136"
"4469","ENSG00000271672"
"4470","ENSG00000225210"
"4471","ENSG00000282757"
"4472","ENSG00000107404"
"4473","ENSG00000004975"
"4474","ENSG00000161202"
"4475","ENSG00000204348"
"4476","ENSG00000170788"
"4477","ENSG00000133665"
"4478","ENSG00000141627"
"4479","ENSG00000178690"
"4480","ENSG00000197102"
"4481","ENSG00000158560"
"4482","ENSG00000292102"
"4483","ENSG00000225137"
"4484","ENSG00000144635"
"4485","ENSG00000135720"
"4486","ENSG00000187240"
"4487","ENSG00000138036"
"4488","ENSG00000088986"
"4489","ENSG00000264364"
"4490","ENSG00000125971"
"4491","ENSG00000168589"
"4492","ENSG00000146425"
"4493","ENSG00000165169"
"4494","ENSG00000157540"
"4495","ENSG00000281320"
"4496","ENSG00000127334"
"4497","ENSG00000143479"
"4498","ENSG00000010219"
"4499","ENSG00000135636"
"4500","ENSG00000232125"
"4501","ENSG00000089091"
"4502","ENSG00000134874"
"4503","ENSG00000158163"
"4504","ENSG00000198919"
"4505","ENSG00000101412"
"4506","ENSG00000282899"
"4507","ENSG00000112242"
"4508","ENSG00000267046"
"4509","ENSG00000203435"
"4510","ENSG00000205250"
"4511","ENSG00000133740"
"4512","ENSG00000169016"
"4513","ENSG00000165891"
"4514","ENSG00000129173"
"4515","ENSG00000167967"
"4516","ENSG00000144597"
"4517","ENSG00000145088"
"4518","ENSG00000129518"
"4519","ENSG00000103356"
"4520","ENSG00000147654"
"4521","ENSG00000233690"
"4522","ENSG00000164330"
"4523","ENSG00000221818"
"4524","ENSG00000108001"
"4525","ENSG00000088881"
"4526","ENSG00000105246"
"4527","ENSG00000255423"
"4528","ENSG00000117395"
"4529","ENSG00000147155"
"4530","ENSG00000123179"
"4531","ENSG00000122882"
"4532","ENSG00000117298"
"4533","ENSG00000145194"
"4534","ENSG00000171551"
"4535","ENSG00000204121"
"4536","ENSG00000244280"
"4537","ENSG00000282853"
"4538","ENSG00000093144"
"4539","ENSG00000121310"
"4540","ENSG00000134463"
"4541","ENSG00000127884"
"4542","ENSG00000167969"
"4543","ENSG00000198721"
"4544","ENSG00000143369"
"4545","ENSG00000291357"
"4546","ENSG00000288297"
"4547","ENSG00000130159"
"4548","ENSG00000114346"
"4549","ENSG00000203734"
"4550","ENSG00000158813"
"4551","ENSG00000131080"
"4552","ENSG00000135960"
"4553","ENSG00000186197"
"4554","ENSG00000179151"
"4555","ENSG00000038358"
"4556","ENSG00000234060"
"4557","ENSG00000134109"
"4558","ENSG00000088298"
"4559","ENSG00000116406"
"4560","ENSG00000107223"
"4561","ENSG00000164176"
"4562","ENSG00000078401"
"4563","ENSG00000127129"
"4564","ENSG00000124205"
"4565","ENSG00000151617"
"4566","ENSG00000136160"
"4567","ENSG00000107938"
"4568","ENSG00000102189"
"4569","ENSG00000074266"
"4570","ENSG00000156508"
"4571","ENSG00000223822"
"4572","ENSG00000243746"
"4573","ENSG00000228502"
"4574","ENSG00000214199"
"4575","ENSG00000250182"
"4576","ENSG00000233057"
"4577","ENSG00000213704"
"4578","ENSG00000213235"
"4579","ENSG00000257907"
"4580","ENSG00000249855"
"4581","ENSG00000258841"
"4582","ENSG00000259612"
"4583","ENSG00000223668"
"4584","ENSG00000241429"
"4585","ENSG00000233167"
"4586","ENSG00000179460"
"4587","ENSG00000237709"
"4588","ENSG00000215093"
"4589","ENSG00000232587"
"4590","ENSG00000237757"
"4591","ENSG00000237859"
"4592","ENSG00000213046"
"4593","ENSG00000258846"
"4594","ENSG00000223912"
"4595","ENSG00000261557"
"4596","ENSG00000245205"
"4597","ENSG00000277043"
"4598","ENSG00000196205"
"4599","ENSG00000233476"
"4600","ENSG00000268222"
"4601","ENSG00000223529"
"4602","ENSG00000249264"
"4603","ENSG00000101210"
"4604","ENSG00000150456"
"4605","ENSG00000283391"
"4606","ENSG00000231169"
"4607","ENSG00000213864"
"4608","ENSG00000232472"
"4609","ENSG00000213261"
"4610","ENSG00000213055"
"4611","ENSG00000273594"
"4612","ENSG00000288278"
"4613","ENSG00000226721"
"4614","ENSG00000229715"
"4615","ENSG00000213640"
"4616","ENSG00000213130"
"4617","ENSG00000263883"
"4618","ENSG00000124802"
"4619","ENSG00000265818"
"4620","ENSG00000236307"
"4621","ENSG00000254772"
"4622","ENSG00000186676"
"4623","ENSG00000234785"
"4624","ENSG00000167658"
"4625","ENSG00000284161"
"4626","ENSG00000118894"
"4627","ENSG00000132394"
"4628","ENSG00000122547"
"4629","ENSG00000185055"
"4630","ENSG00000140025"
"4631","ENSG00000172771"
"4632","ENSG00000178852"
"4633","ENSG00000159658"
"4634","ENSG00000203666"
"4635","ENSG00000172421"
"4636","ENSG00000176927"
"4637","ENSG00000186976"
"4638","ENSG00000203965"
"4639","ENSG00000215529"
"4640","ENSG00000114654"
"4641","ENSG00000115380"
"4642","ENSG00000172638"
"4643","ENSG00000163576"
"4644","ENSG00000096093"
"4645","ENSG00000183690"
"4646","ENSG00000115468"
"4647","ENSG00000142634"
"4648","ENSG00000140598"
