"","gene"
"15290","ENSG00000274454"
"15291","ENSG00000112499"
"15292","ENSG00000137266"
"15293","ENSG00000196600"
"15294","ENSG00000146477"
"15295","ENSG00000259803"
"15296","ENSG00000197208"
"15297","ENSG00000197375"
"15298","ENSG00000197901"
"15299","ENSG00000137204"
"15300","ENSG00000149452"
"15301","ENSG00000149742"
"15302","ENSG00000170482"
"15303","ENSG00000089057"
"15304","ENSG00000213901"
"15305","ENSG00000074621"
"15306","ENSG00000155886"
"15307","ENSG00000185052"
"15308","ENSG00000140090"
"15309","ENSG00000188467"
"15310","ENSG00000100075"
"15311","ENSG00000183048"
"15312","ENSG00000108528"
"15313","ENSG00000292099"
"15314","ENSG00000004864"
"15315","ENSG00000102078"
"15316","ENSG00000213608"
"15317","ENSG00000102743"
"15318","ENSG00000122912"
"15319","ENSG00000100372"
"15320","ENSG00000182902"
"15321","ENSG00000125454"
"15322","ENSG00000267323"
"15323","ENSG00000120329"
"15324","ENSG00000178537"
"15325","ENSG00000183032"
"15326","ENSG00000177542"
"15327","ENSG00000125648"
"15328","ENSG00000284468"
"15329","ENSG00000241361"
"15330","ENSG00000238118"
"15331","ENSG00000148339"
"15332","ENSG00000282739"
"15333","ENSG00000153291"
"15334","ENSG00000155287"
"15335","ENSG00000197119"
"15336","ENSG00000075415"
"15337","ENSG00000174032"
"15338","ENSG00000164933"
"15339","ENSG00000171612"
"15340","ENSG00000162461"
"15341","ENSG00000125434"
"15342","ENSG00000114120"
"15343","ENSG00000147454"
"15344","ENSG00000144659"
"15345","ENSG00000013306"
"15346","ENSG00000226148"
"15347","ENSG00000151729"
"15348","ENSG00000075303"
"15349","ENSG00000181240"
"15350","ENSG00000181035"
"15351","ENSG00000077713"
"15352","ENSG00000160785"
"15353","ENSG00000162241"
"15354","ENSG00000164209"
"15355","ENSG00000140107"
"15356","ENSG00000145832"
"15357","ENSG00000005022"
"15358","ENSG00000122696"
"15359","ENSG00000141437"
"15360","ENSG00000269743"
"15361","ENSG00000215347"
"15362","ENSG00000226421"
"15363","ENSG00000292334"
"15364","ENSG00000145217"
"15365","ENSG00000181045"
"15366","ENSG00000155850"
"15367","ENSG00000091138"
"15368","ENSG00000091137"
"15369","ENSG00000170615"
"15370","ENSG00000225697"
"15371","ENSG00000147606"
"15372","ENSG00000112053"
"15373","ENSG00000174502"
"15374","ENSG00000130304"
"15375","ENSG00000140284"
"15376","ENSG00000263163"
"15377","ENSG00000167114"
"15378","ENSG00000083807"
"15379","ENSG00000113396"
"15380","ENSG00000156222"
"15381","ENSG00000137860"
"15382","ENSG00000197506"
"15383","ENSG00000112759"
"15384","ENSG00000174669"
"15385","ENSG00000198246"
"15386","ENSG00000164638"
"15387","ENSG00000117394"
"15388","ENSG00000197496"
"15389","ENSG00000133460"
"15390","ENSG00000146411"
"15391","ENSG00000151229"
"15392","ENSG00000173262"
"15393","ENSG00000163581"
"15394","ENSG00000059804"
"15395","ENSG00000253861"
"15396","ENSG00000185031"
"15397","ENSG00000254088"
"15398","ENSG00000288174"
"15399","ENSG00000125520"
"15400","ENSG00000142583"
"15401","ENSG00000281165"
"15402","ENSG00000136856"
"15403","ENSG00000109667"
"15404","ENSG00000170385"
"15405","ENSG00000196660"
"15406","ENSG00000158014"
"15407","ENSG00000115194"
"15408","ENSG00000104154"
"15409","ENSG00000145740"
"15410","ENSG00000152683"
"15411","ENSG00000162695"
"15412","ENSG00000164756"
"15413","ENSG00000014824"
"15414","ENSG00000136868"
"15415","ENSG00000136867"
"15416","ENSG00000101438"
"15417","ENSG00000169359"
"15418","ENSG00000131183"
"15419","ENSG00000157765"
"15420","ENSG00000198569"
"15421","ENSG00000164414"
"15422","ENSG00000102100"
"15423","ENSG00000117620"
"15424","ENSG00000176087"
"15425","ENSG00000138459"
"15426","ENSG00000121073"
"15427","ENSG00000157593"
"15428","ENSG00000124786"
"15429","ENSG00000205060"
"15430","ENSG00000181830"
"15431","ENSG00000080189"
"15432","ENSG00000116704"
"15433","ENSG00000130958"
"15434","ENSG00000182747"
"15435","ENSG00000127526"
"15436","ENSG00000238286"
"15437","ENSG00000189339"
"15438","ENSG00000175782"
"15439","ENSG00000100036"
"15440","ENSG00000196376"
"15441","ENSG00000110660"
"15442","ENSG00000183780"
"15443","ENSG00000151812"
"15444","ENSG00000115084"
"15445","ENSG00000213699"
"15446","ENSG00000176273"
"15447","ENSG00000168917"
"15448","ENSG00000164729"
"15449","ENSG00000285084"
"15450","ENSG00000284515"
"15451","ENSG00000123643"
"15452","ENSG00000186335"
"15453","ENSG00000186334"
"15454","ENSG00000180773"
"15455","ENSG00000160190"
"15456","ENSG00000134955"
"15457","ENSG00000157800"
"15458","ENSG00000281500"
"15459","ENSG00000111371"
"15460","ENSG00000157637"
"15461","ENSG00000169507"
"15462","ENSG00000134294"
"15463","ENSG00000188338"
"15464","ENSG00000139209"
"15465","ENSG00000017483"
"15466","ENSG00000139974"
"15467","ENSG00000103042"
"15468","ENSG00000166558"
"15469","ENSG00000177058"
"15470","ENSG00000143570"
"15471","ENSG00000196950"
"15472","ENSG00000282291"
"15473","ENSG00000148482"
"15474","ENSG00000165915"
"15475","ENSG00000104635"
"15476","ENSG00000165794"
"15477","ENSG00000141873"
"15478","ENSG00000285243"
"15479","ENSG00000139540"
"15480","ENSG00000141424"
"15481","ENSG00000227402"
"15482","ENSG00000138821"
"15483","ENSG00000029364"
"15484","ENSG00000138079"
"15485","ENSG00000168003"
"15486","ENSG00000138449"
"15487","ENSG00000133065"
"15488","ENSG00000136052"
"15489","ENSG00000114544"
"15490","ENSG00000149150"
"15491","ENSG00000278550"
"15492","ENSG00000134802"
"15493","ENSG00000070214"
"15494","ENSG00000129353"
"15495","ENSG00000143036"
"15496","ENSG00000235336"
"15497","ENSG00000137968"
"15498","ENSG00000162426"
"15499","ENSG00000281919"
"15500","ENSG00000158715"
"15501","ENSG00000022567"
"15502","ENSG00000076351"
"15503","ENSG00000119457"
"15504","ENSG00000139508"
"15505","ENSG00000142494"
"15506","ENSG00000180638"
"15507","ENSG00000211584"
"15508","ENSG00000004939"
"15509","ENSG00000144290"
"15510","ENSG00000088836"
"15511","ENSG00000163798"
"15512","ENSG00000164889"
"15513","ENSG00000114923"
"15514","ENSG00000080493"
"15515","ENSG00000188687"
"15516","ENSG00000033867"
"15517","ENSG00000050438"
"15518","ENSG00000113073"
"15519","ENSG00000169241"
"15520","ENSG00000163959"
"15521","ENSG00000186198"
"15522","ENSG00000132517"
"15523","ENSG00000285112"
"15524","ENSG00000101276"
"15525","ENSG00000100170"
"15526","ENSG00000154025"
"15527","ENSG00000288216"
"15528","ENSG00000148942"
"15529","ENSG00000140675"
"15530","ENSG00000198743"
"15531","ENSG00000100191"
"15532","ENSG00000105641"
"15533","ENSG00000138074"
"15534","ENSG00000115665"
"15535","ENSG00000262217"
"15536","ENSG00000117834"
"15537","ENSG00000157103"
"15538","ENSG00000214617"
"15539","ENSG00000132164"
"15540","ENSG00000111181"
"15541","ENSG00000010379"
"15542","ENSG00000268104"
"15543","ENSG00000072041"
"15544","ENSG00000063127"
"15545","ENSG00000197106"
"15546","ENSG00000174358"
"15547","ENSG00000103546"
"15548","ENSG00000163817"
"15549","ENSG00000276996"
"15550","ENSG00000108576"
"15551","ENSG00000165970"
"15552","ENSG00000131389"
"15553","ENSG00000011083"
"15554","ENSG00000130821"
"15555","ENSG00000196517"
"15556","ENSG00000139514"
"15557","ENSG00000130876"
"15558","ENSG00000151012"
"15559","ENSG00000164893"
"15560","ENSG00000013293"
"15561","ENSG00000003989"
"15562","ENSG00000165349"
"15563","ENSG00000099960"
"15564","ENSG00000103257"
"15565","ENSG00000260727"
"15566","ENSG00000258186"
"15567","ENSG00000103064"
"15568","ENSG00000103061"
"15569","ENSG00000155465"
"15570","ENSG00000092068"
"15571","ENSG00000021488"
"15572","ENSG00000183023"
"15573","ENSG00000118160"
"15574","ENSG00000100678"
"15575","ENSG00000089060"
"15576","ENSG00000090020"
"15577","ENSG00000115616"
"15578","ENSG00000281861"
"15579","ENSG00000180251"
"15580","ENSG00000135740"
"15581","ENSG00000198689"
"15582","ENSG00000065923"
"15583","ENSG00000227825"
"15584","ENSG00000197818"
"15585","ENSG00000181804"
"15586","ENSG00000164037"
"15587","ENSG00000164038"
"15588","ENSG00000285044"
"15589","ENSG00000162753"
"15590","ENSG00000084453"
"15591","ENSG00000134538"
"15592","ENSG00000111700"
"15593","ENSG00000205754"
"15594","ENSG00000139155"
"15595","ENSG00000174640"
"15596","ENSG00000137491"
"15597","ENSG00000176463"
"15598","ENSG00000101187"
"15599","ENSG00000173930"
"15600","ENSG00000137571"
"15601","ENSG00000205359"
"15602","ENSG00000133302"
"15603","ENSG00000119906"
"15604","ENSG00000172716"
"15605","ENSG00000172123"
"15606","ENSG00000205045"
"15607","ENSG00000154760"
"15608","ENSG00000236320"
"15609","ENSG00000166750"
"15610","ENSG00000171790"
"15611","ENSG00000119705"
"15612","ENSG00000187122"
"15613","ENSG00000145147"
"15614","ENSG00000184347"
"15615","ENSG00000178235"
"15616","ENSG00000185985"
"15617","ENSG00000121871"
"15618","ENSG00000179542"
"15619","ENSG00000165300"
"15620","ENSG00000184564"
"15621","ENSG00000065613"
"15622","ENSG00000163681"
"15623","ENSG00000170290"
"15624","ENSG00000124107"
"15625","ENSG00000137776"
"15626","ENSG00000164609"
"15627","ENSG00000126233"
"15628","ENSG00000132207"
"15629","ENSG00000181625"
"15630","ENSG00000188827"
"15631","ENSG00000149346"
"15632","ENSG00000170365"
"15633","ENSG00000175387"
"15634","ENSG00000166949"
"15635","ENSG00000141646"
"15636","ENSG00000113658"
"15637","ENSG00000137834"
"15638","ENSG00000101665"
"15639","ENSG00000120693"
"15640","ENSG00000170545"
"15641","ENSG00000112305"
"15642","ENSG00000084070"
"15643","ENSG00000102038"
"15644","ENSG00000080503"
"15645","ENSG00000127616"
"15646","ENSG00000153147"
"15647","ENSG00000163104"
"15648","ENSG00000138375"
"15649","ENSG00000099956"
"15650","ENSG00000173473"
"15651","ENSG00000139613"
"15652","ENSG00000066117"
"15653","ENSG00000108604"
"15654","ENSG00000082014"
"15655","ENSG00000073584"
"15656","ENSG00000225215"
"15657","ENSG00000230793"
"15658","ENSG00000214465"
"15659","ENSG00000072501"
"15660","ENSG00000077935"
"15661","ENSG00000136824"
"15662","ENSG00000108055"
"15663","ENSG00000113810"
"15664","ENSG00000198887"
"15665","ENSG00000163029"
"15666","ENSG00000101596"
"15667","ENSG00000214097"
"15668","ENSG00000165935"
"15669","ENSG00000179256"
"15670","ENSG00000166002"
"15671","ENSG00000283741"
"15672","ENSG00000272901"
"15673","ENSG00000157106"
"15674","ENSG00000237296"
"15675","ENSG00000205534"
"15676","ENSG00000180747"
"15677","ENSG00000185710"
"15678","ENSG00000183604"
"15679","ENSG00000254634"
"15680","ENSG00000261556"
"15681","ENSG00000198952"
"15682","ENSG00000070366"
"15683","ENSG00000116698"
"15684","ENSG00000167447"
"15685","ENSG00000105771"
"15686","ENSG00000235169"
"15687","ENSG00000184785"
"15688","ENSG00000262986"
"15689","ENSG00000178947"
"15690","ENSG00000196972"
"15691","ENSG00000163866"
"15692","ENSG00000224531"
"15693","ENSG00000163683"
"15694","ENSG00000188725"
"15695","ENSG00000268182"
"15696","ENSG00000253457"
"15697","ENSG00000176209"
"15698","ENSG00000139656"
"15699","ENSG00000250317"
"15700","ENSG00000267795"
"15701","ENSG00000095932"
"15702","ENSG00000256235"
"15703","ENSG00000204323"
"15704","ENSG00000259120"
"15705","ENSG00000214046"
"15706","ENSG00000111850"
"15707","ENSG00000240204"
"15708","ENSG00000256162"
"15709","ENSG00000275349"
"15710","ENSG00000273772"
"15711","ENSG00000119953"
"15712","ENSG00000128602"
"15713","ENSG00000198732"
"15714","ENSG00000112562"
"15715","ENSG00000088826"
"15716","ENSG00000166311"
"15717","ENSG00000135587"
"15718","ENSG00000103056"
"15719","ENSG00000292130"
"15720","ENSG00000223553"
"15721","ENSG00000172594"
"15722","ENSG00000130768"
"15723","ENSG00000091482"
"15724","ENSG00000102172"
"15725","ENSG00000183963"
"15726","ENSG00000214872"
"15727","ENSG00000188176"
"15728","ENSG00000122692"
"15729","ENSG00000123415"
"15730","ENSG00000198742"
"15731","ENSG00000108854"
"15732","ENSG00000248121"
"15733","ENSG00000115593"
"15734","ENSG00000143499"
"15735","ENSG00000185420"
"15736","ENSG00000186532"
"15737","ENSG00000135632"
"15738","ENSG00000124216"
"15739","ENSG00000019549"
"15740","ENSG00000185669"
"15741","ENSG00000092531"
"15742","ENSG00000132639"
"15743","ENSG00000099940"
"15744","ENSG00000143740"
"15745","ENSG00000065609"
"15746","ENSG00000023608"
"15747","ENSG00000104976"
"15748","ENSG00000164975"
"15749","ENSG00000165684"
"15750","ENSG00000174446"
"15751","ENSG00000143553"
"15752","ENSG00000145335"
"15753","ENSG00000064692"
"15754","ENSG00000074317"
"15755","ENSG00000173267"
"15756","ENSG00000197157"
"15757","ENSG00000162804"
"15758","ENSG00000159210"
"15759","ENSG00000163877"
"15760","ENSG00000184602"
"15761","ENSG00000101298"
"15762","ENSG00000163788"
"15763","ENSG00000144028"
"15764","ENSG00000161981"
"15765","ENSG00000124380"
"15766","ENSG00000184209"
"15767","ENSG00000060688"
"15768","ENSG00000168566"
"15769","ENSG00000104852"
"15770","ENSG00000077312"
"15771","ENSG00000131876"
"15772","ENSG00000125835"
"15773","ENSG00000125870"
"15774","ENSG00000124562"
"15775","ENSG00000244668"
"15776","ENSG00000231812"
"15777","ENSG00000167088"
"15778","ENSG00000125743"
"15779","ENSG00000100028"
"15780","ENSG00000182004"
"15781","ENSG00000256968"
"15782","ENSG00000233270"
"15783","ENSG00000139343"
"15784","ENSG00000231878"
"15785","ENSG00000143977"
"15786","ENSG00000236577"
"15787","ENSG00000224543"
"15788","ENSG00000257979"
"15789","ENSG00000264350"
"15790","ENSG00000267203"
"15791","ENSG00000128739"
"15792","ENSG00000101400"
"15793","ENSG00000172164"
"15794","ENSG00000260873"
"15795","ENSG00000147481"
"15796","ENSG00000172554"
"15797","ENSG00000188817"
"15798","ENSG00000100138"
"15799","ENSG00000169371"
"15800","ENSG00000273173"
"15801","ENSG00000100603"
"15802","ENSG00000028528"
"15803","ENSG00000086300"
"15804","ENSG00000002919"
"15805","ENSG00000147164"
"15806","ENSG00000071189"
"15807","ENSG00000135317"
"15808","ENSG00000110025"
"15809","ENSG00000104497"
"15810","ENSG00000115234"
"15811","ENSG00000178996"
"15812","ENSG00000279213"
"15813","ENSG00000279718"
"15814","ENSG00000230965"
"15815","ENSG00000274162"
"15816","ENSG00000232843"
"15817","ENSG00000249337"
"15818","ENSG00000227568"
"15819","ENSG00000225345"
"15820","ENSG00000229146"
"15821","ENSG00000234373"
"15822","ENSG00000231390"
"15823","ENSG00000224185"
"15824","ENSG00000120451"
"15825","ENSG00000235500"
"15826","ENSG00000264570"
"15827","ENSG00000205302"
"15828","ENSG00000167208"
"15829","ENSG00000124104"
"15830","ENSG00000157734"
"15831","ENSG00000064652"
"15832","ENSG00000109762"
"15833","ENSG00000236809"
"15834","ENSG00000143376"
"15835","ENSG00000048471"
"15836","ENSG00000158482"
"15837","ENSG00000271699"
"15838","ENSG00000112335"
"15839","ENSG00000148158"
"15840","ENSG00000174226"
"15841","ENSG00000172803"
"15842","ENSG00000173548"
"15843","ENSG00000114520"
"15844","ENSG00000089006"
"15845","ENSG00000249858"
"15846","ENSG00000129515"
"15847","ENSG00000267920"
"15848","ENSG00000162627"
"15849","ENSG00000106266"
"15850","ENSG00000130340"
"15851","ENSG00000057252"
"15852","ENSG00000167780"
"15853","ENSG00000112320"
"15854","ENSG00000185338"
"15855","ENSG00000120833"
"15856","ENSG00000184557"
"15857","ENSG00000180008"
"15858","ENSG00000171150"
"15859","ENSG00000227536"
"15860","ENSG00000170677"
"15861","ENSG00000274229"
"15862","ENSG00000142168"
"15863","ENSG00000253651"
"15864","ENSG00000291237"
"15865","ENSG00000109610"
"15866","ENSG00000165643"
"15867","ENSG00000120669"
"15868","ENSG00000159140"
"15869","ENSG00000095637"
"15870","ENSG00000154556"
"15871","ENSG00000120896"
"15872","ENSG00000108018"
"15873","ENSG00000184985"
"15874","ENSG00000156395"
"15875","ENSG00000140263"
"15876","ENSG00000282195"
"15877","ENSG00000137642"
"15878","ENSG00000134243"
"15879","ENSG00000115904"
"15880","ENSG00000100485"
"15881","ENSG00000167941"
"15882","ENSG00000171243"
"15883","ENSG00000198944"
"15884","ENSG00000186212"
"15885","ENSG00000198142"
"15886","ENSG00000187808"
"15887","ENSG00000182968"
"15888","ENSG00000100146"
"15889","ENSG00000176887"
"15890","ENSG00000177732"
"15891","ENSG00000143842"
"15892","ENSG00000168875"
"15893","ENSG00000129194"
"15894","ENSG00000164736"
"15895","ENSG00000203883"
"15896","ENSG00000181449"
"15897","ENSG00000125285"
"15898","ENSG00000134595"
"15899","ENSG00000039600"
"15900","ENSG00000124766"
"15901","ENSG00000134532"
"15902","ENSG00000110693"
"15903","ENSG00000285438"
"15904","ENSG00000005513"
"15905","ENSG00000125398"
"15906","ENSG00000185591"
"15907","ENSG00000067066"
"15908","ENSG00000135899"
"15909","ENSG00000079263"
"15910","ENSG00000185404"
"15911","ENSG00000167182"
"15912","ENSG00000172845"
"15913","ENSG00000105866"
"15914","ENSG00000204335"
"15915","ENSG00000189120"
"15916","ENSG00000291837"
"15917","ENSG00000164651"
"15918","ENSG00000217236"
"15919","ENSG00000064199"
"15920","ENSG00000141316"
"15921","ENSG00000177202"
"15922","ENSG00000171489"
"15923","ENSG00000182310"
"15924","ENSG00000153498"
"15925","ENSG00000165698"
"15926","ENSG00000104450"
"15927","ENSG00000144451"
"15928","ENSG00000155761"
"15929","ENSG00000061656"
"15930","ENSG00000076382"
"15931","ENSG00000077327"
"15932","ENSG00000091640"
"15933","ENSG00000137098"
"15934","ENSG00000008294"
"15935","ENSG00000198021"
"15936","ENSG00000203926"
"15937","ENSG00000227234"
"15938","ENSG00000198573"
"15939","ENSG00000113140"
"15940","ENSG00000152583"
"15941","ENSG00000021574"
"15942","ENSG00000122432"
"15943","ENSG00000186451"
"15944","ENSG00000182957"
"15945","ENSG00000162814"
"15946","ENSG00000163071"
"15947","ENSG00000158480"
"15948","ENSG00000006282"
"15949","ENSG00000231123"
"15950","ENSG00000291401"
"15951","ENSG00000141255"
"15952","ENSG00000170469"
"15953","ENSG00000149634"
"15954","ENSG00000158792"
"15955","ENSG00000228319"
"15956","ENSG00000173699"
"15957","ENSG00000276040"
"15958","ENSG00000230246"
"15959","ENSG00000177910"
"15960","ENSG00000177992"
"15961","ENSG00000184361"
"15962","ENSG00000167523"
"15963","ENSG00000150628"
"15964","ENSG00000185523"
"15965","ENSG00000132122"
"15966","ENSG00000106686"
"15967","ENSG00000042317"
"15968","ENSG00000145757"
"15969","ENSG00000186583"
"15970","ENSG00000160284"
"15971","ENSG00000249481"
"15972","ENSG00000123352"
"15973","ENSG00000196141"
"15974","ENSG00000161888"
"15975","ENSG00000277909"
"15976","ENSG00000114902"
"15977","ENSG00000118363"
"15978","ENSG00000228589"
"15979","ENSG00000129128"
"15980","ENSG00000124664"
"15981","ENSG00000040275"
"15982","ENSG00000163806"
"15983","ENSG00000204710"
"15984","ENSG00000136206"
"15985","ENSG00000275976"
"15986","ENSG00000281950"
"15987","ENSG00000186645"
"15988","ENSG00000205482"
"15989","ENSG00000205238"
"15990","ENSG00000266537"
"15991","ENSG00000173678"
"15992","ENSG00000214300"
"15993","ENSG00000183318"
"15994","ENSG00000170092"
"15995","ENSG00000260097"
"15996","ENSG00000179994"
"15997","ENSG00000128487"
"15998","ENSG00000100014"
"15999","ENSG00000258555"
"16000","ENSG00000101222"
"16001","ENSG00000152582"
"16002","ENSG00000072195"
"16003","ENSG00000065526"
"16004","ENSG00000258484"
"16005","ENSG00000104133"
"16006","ENSG00000090487"
"16007","ENSG00000197912"
"16008","ENSG00000176170"
"16009","ENSG00000063176"
"16010","ENSG00000153820"
"16011","ENSG00000066336"
"16012","ENSG00000269404"
"16013","ENSG00000166211"
"16014","ENSG00000163611"
"16015","ENSG00000164808"
"16016","ENSG00000106723"
"16017","ENSG00000147059"
"16018","ENSG00000186787"
"16019","ENSG00000204271"
"16020","ENSG00000186767"
"16021","ENSG00000164266"
"16022","ENSG00000214510"
"16023","ENSG00000128040"
"16024","ENSG00000122711"
"16025","ENSG00000133710"
"16026","ENSG00000178172"
"16027","ENSG00000145879"
"16028","ENSG00000229453"
"16029","ENSG00000204909"
"16030","ENSG00000166145"
"16031","ENSG00000167642"
"16032","ENSG00000134278"
"16033","ENSG00000204991"
"16034","ENSG00000197471"
"16035","ENSG00000169682"
"16036","ENSG00000183018"
"16037","ENSG00000182557"
"16038","ENSG00000134668"
"16039","ENSG00000152377"
"16040","ENSG00000107742"
"16041","ENSG00000196104"
"16042","ENSG00000262655"
"16043","ENSG00000159674"
"16044","ENSG00000121067"
"16045","ENSG00000144228"
"16046","ENSG00000118785"
"16047","ENSG00000072080"
"16048","ENSG00000138600"
"16049","ENSG00000005206"
"16050","ENSG00000157837"
"16051","ENSG00000116096"
"16052","ENSG00000166068"
"16053","ENSG00000198369"
"16054","ENSG00000188766"
"16055","ENSG00000203772"
"16056","ENSG00000169474"
"16057","ENSG00000169469"
"16058","ENSG00000241794"
"16059","ENSG00000163216"
"16060","ENSG00000203785"
"16061","ENSG00000244094"
"16062","ENSG00000163209"
"16063","ENSG00000010072"
"16064","ENSG00000164056"
"16065","ENSG00000136158"
"16066","ENSG00000168939"
"16067","ENSG00000187678"
"16068","ENSG00000167778"
"16069","ENSG00000176422"
"16070","ENSG00000123178"
"16071","ENSG00000171621"
"16072","ENSG00000111671"
"16073","ENSG00000162032"
"16074","ENSG00000175093"
"16075","ENSG00000163554"
"16076","ENSG00000197694"
"16077","ENSG00000070182"
"16078","ENSG00000115306"
"16079","ENSG00000173898"
"16080","ENSG00000160460"
"16081","ENSG00000137877"
"16082","ENSG00000090054"
"16083","ENSG00000230397"
"16084","ENSG00000100596"
"16085","ENSG00000172296"
"16086","ENSG00000165389"
"16087","ENSG00000196542"
"16088","ENSG00000179119"
"16089","ENSG00000134548"
"16090","ENSG00000104549"
"16091","ENSG00000284099"
"16092","ENSG00000213523"
"16093","ENSG00000068784"
"16094","ENSG00000291971"
"16095","ENSG00000080603"
"16096","ENSG00000273608"
"16097","ENSG00000145545"
"16098","ENSG00000277893"
"16099","ENSG00000128039"
"16100","ENSG00000072310"
"16101","ENSG00000198911"
"16102","ENSG00000153914"
"16103","ENSG00000153006"
"16104","ENSG00000112658"
"16105","ENSG00000151304"
"16106","ENSG00000196935"
"16107","ENSG00000266028"
"16108","ENSG00000196369"
"16109","ENSG00000171943"
"16110","ENSG00000270872"
"16111","ENSG00000196220"
"16112","ENSG00000122862"
"16113","ENSG00000075142"
"16114","ENSG00000185739"
"16115","ENSG00000116649"
"16116","ENSG00000258485"
"16117","ENSG00000125508"
"16118","ENSG00000140319"
"16119","ENSG00000153037"
"16120","ENSG00000100883"
"16121","ENSG00000258704"
"16122","ENSG00000167881"
"16123","ENSG00000237911"
"16124","ENSG00000174780"
"16125","ENSG00000188451"
"16126","ENSG00000143742"
"16127","ENSG00000180581"
"16128","ENSG00000096063"
"16129","ENSG00000135250"
"16130","ENSG00000184343"
"16131","ENSG00000182934"
"16132","ENSG00000144867"
"16133","ENSG00000101955"
"16134","ENSG00000102359"
"16135","ENSG00000167720"
"16136","ENSG00000100104"
"16137","ENSG00000133226"
"16138","ENSG00000237307"
"16139","ENSG00000167978"
"16140","ENSG00000177679"
"16141","ENSG00000139767"
"16142","ENSG00000226763"
"16143","ENSG00000087087"
"16144","ENSG00000136450"
"16145","ENSG00000188529"
"16146","ENSG00000116754"
"16147","ENSG00000154548"
"16148","ENSG00000161547"
"16149","ENSG00000112081"
"16150","ENSG00000116350"
"16151","ENSG00000100650"
"16152","ENSG00000124193"
"16153","ENSG00000115875"
"16154","ENSG00000263465"
"16155","ENSG00000111786"
"16156","ENSG00000214867"
"16157","ENSG00000271303"
"16158","ENSG00000184895"
"16159","ENSG00000141380"
"16160","ENSG00000184402"
"16161","ENSG00000008324"
"16162","ENSG00000138385"
"16163","ENSG00000106028"
"16164","ENSG00000145687"
"16165","ENSG00000157216"
"16166","ENSG00000130511"
"16167","ENSG00000146700"
"16168","ENSG00000179954"
"16169","ENSG00000084112"
"16170","ENSG00000141298"
"16171","ENSG00000172830"
"16172","ENSG00000176101"
"16173","ENSG00000123096"
"16174","ENSG00000124783"
"16175","ENSG00000163479"
"16176","ENSG00000114850"
"16177","ENSG00000180879"
"16178","ENSG00000235374"
"16179","ENSG00000149136"
"16180","ENSG00000157005"
"16181","ENSG00000139874"
"16182","ENSG00000180616"
"16183","ENSG00000278195"
"16184","ENSG00000162009"
"16185","ENSG00000160075"
"16186","ENSG00000125046"
"16187","ENSG00000126752"
"16188","ENSG00000241476"
"16189","ENSG00000268447"
"16190","ENSG00000117155"
"16191","ENSG00000165584"
"16192","ENSG00000268009"
"16193","ENSG00000269791"
"16194","ENSG00000165583"
"16195","ENSG00000187754"
"16196","ENSG00000217330"
"16197","ENSG00000100380"
"16198","ENSG00000213234"
"16199","ENSG00000243759"
"16200","ENSG00000234322"
"16201","ENSG00000215875"
"16202","ENSG00000232150"
"16203","ENSG00000288248"
"16204","ENSG00000225259"
"16205","ENSG00000149418"
"16206","ENSG00000147488"
"16207","ENSG00000180953"
"16208","ENSG00000259332"
"16209","ENSG00000008513"
"16210","ENSG00000250656"
"16211","ENSG00000157350"
"16212","ENSG00000126091"
"16213","ENSG00000110080"
"16214","ENSG00000115525"
"16215","ENSG00000064225"
"16216","ENSG00000073849"
"16217","ENSG00000144057"
"16218","ENSG00000070526"
"16219","ENSG00000070731"
"16220","ENSG00000184005"
"16221","ENSG00000136840"
"16222","ENSG00000233469"
"16223","ENSG00000117069"
"16224","ENSG00000160408"
"16225","ENSG00000004866"
"16226","ENSG00000007341"
"16227","ENSG00000111728"
"16228","ENSG00000140557"
"16229","ENSG00000177511"
"16230","ENSG00000113532"
"16231","ENSG00000101638"
"16232","ENSG00000148488"
"16233","ENSG00000010327"
"16234","ENSG00000136011"
"16235","ENSG00000144681"
"16236","ENSG00000141750"
"16237","ENSG00000185482"
"16238","ENSG00000118007"
"16239","ENSG00000101972"
"16240","ENSG00000066923"
"16241","ENSG00000205583"
"16242","ENSG00000277072"
"16243","ENSG00000174353"
"16244","ENSG00000106610"
"16245","ENSG00000242294"
"16246","ENSG00000136738"
"16247","ENSG00000115145"
"16248","ENSG00000124356"
"16249","ENSG00000138134"
"16250","ENSG00000035720"
"16251","ENSG00000178078"
"16252","ENSG00000147465"
"16253","ENSG00000214530"
"16254","ENSG00000133121"
"16255","ENSG00000131748"
"16256","ENSG00000010270"
"16257","ENSG00000164211"
"16258","ENSG00000172345"
"16259","ENSG00000174448"
"16260","ENSG00000084090"
"16261","ENSG00000130052"
"16262","ENSG00000159433"
"16263","ENSG00000115415"
"16264","ENSG00000170581"
"16265","ENSG00000168610"
"16266","ENSG00000138378"
"16267","ENSG00000126561"
"16268","ENSG00000173757"
"16269","ENSG00000166888"
"16270","ENSG00000124214"
"16271","ENSG00000040341"
"16272","ENSG00000118804"
"16273","ENSG00000159167"
"16274","ENSG00000113739"
"16275","ENSG00000164647"
"16276","ENSG00000105889"
"16277","ENSG00000157214"
"16278","ENSG00000115107"
"16279","ENSG00000127954"
"16280","ENSG00000123473"
"16281","ENSG00000167323"
"16282","ENSG00000109689"
"16283","ENSG00000168439"
"16284","ENSG00000072786"
"16285","ENSG00000118046"
"16286","ENSG00000144589"
"16287","ENSG00000115661"
"16288","ENSG00000164543"
